2
71
461	588	1	2	3	1
473	584	1	2	3	2
482	583	1	2	3	3
494	571	1	2	3	4
510	565	1	2	3	5
513	559	1	2	3	6
529	553	1	2	3	7
539	541	1	2	3	8
545	532	1	2	3	9
555	525	1	2	3	10
560	522	1	2	3	11
565	504	1	2	3	12
580	499	1	2	3	13
577	485	1	2	3	14
581	474	1	2	3	15
589	459	1	2	3	16
596	451	1	2	3	17
601	437	1	2	3	18
598	424	1	2	3	19
595	412	1	2	3	20
603	399	1	2	3	21
597	389	1	2	3	22
597	377	1	2	3	23
595	367	1	2	3	24
597	346	1	2	3	25
587	341	1	2	3	26
586	322	1	2	3	27
576	313	1	2	3	28
572	308	1	2	3	29
567	295	1	2	3	30
557	278	1	2	3	31
555	269	1	2	3	32
541	261	1	2	3	33
537	256	1	2	3	34
527	241	1	2	3	35
515	243	1	2	3	36
509	236	1	2	3	37
493	223	1	2	3	38
484	217	1	2	3	39
469	215	1	2	3	40
461	208	1	2	3	41
452	208	1	2	3	42
441	201	1	2	3	43
428	200	1	2	3	44
414	204	1	2	3	45
400	201	1	2	3	46
392	197	1	2	3	47
375	205	1	2	3	48
363	206	1	2	3	49
348	207	1	2	3	50
340	207	1	2	3	51
330	211	1	2	3	52
311	218	1	2	3	53
308	221	1	2	3	54
290	229	1	2	3	55
285	237	1	2	3	56
274	244	1	2	3	57
265	253	1	2	3	58
257	262	1	2	3	59
249	270	1	2	3	60
236	284	1	2	3	61
229	293	1	2	3	62
227	308	1	2	3	63
221	316	1	2	3	64
214	327	1	2	3	65
205	337	1	2	3	66
210	352	1	2	3	67
202	365	1	2	3	68
204	373	1	2	3	69
202	386	1	2	3	70
202	399	1	2	3	71
34
100	51	1	2	3	1
101	50	1	2	3	2
102	50	1	2	3	3
103	52	1	2	3	4
104	52	1	2	3	5
105	52	1	2	3	6
106	52	1	2	3	7
107	53	1	2	3	8
108	54	1	2	3	9
109	55	1	2	3	10
110	55	1	2	3	11
111	55	1	2	3	12
112	55	1	2	3	13
113	57	1	2	3	14
114	56	1	2	3	15
115	57	1	2	3	16
116	57	1	2	3	17
117	57	1	2	3	18
118	59	1	2	3	19
119	58	1	2	3	20
120	59	1	2	3	21
121	60	1	2	3	22
122	60	1	2	3	23
123	60	1	2	3	24
124	60	1	2	3	25
125	62	1	2	3	26
126	61	1	2	3	27
127	63	1	2	3	28
128	62	1	2	3	29
129	62	1	2	3	30
130	64	1	2	3	31
131	64	1	2	3	32
132	64	1	2	3	33
133	64	1	2	3	34
